2.31;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;0.484;РД-06-9/ 19.01.2012;
2.32;АБЛАНИЦА;с.АБЛАНИЦА;Нива;VIII;1.284;РД-06-9/ 19.01.2012;
2.33;АБЛАНИЦА;с.АБЛАНИЦА;Природна забележителност;;0.517;    1;
2.36;АБЛАНИЦА;с.АБЛАНИЦА;Нива;VIII;0.835;РД-06-9/ 19.01.2012;
2.37;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;1.035;РД-06-9/ 19.01.2012;
2.38;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;6.03;РД-06-9/ 19.01.2012;
2.39;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;1.044;РД-06-9/ 19.01.2012;
2.40;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;0.976;РД-06-9/ 19.01.2012;
2.44;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;0.283;РД-06-9/ 19.01.2012;
2.45;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;1.703;РД-06-9/ 19.01.2012;
2.46;АБЛАНИЦА;с.АБЛАНИЦА;Ливада;VIII;0.405;РД-06-9/ 19.01.2012;
2.48;АБЛАНИЦА;с.АБЛАНИЦА;Нива;VIII;0.222;РД-06-9/ 19.01.2012;
2.50;АБЛАНИЦА;с.АБЛАНИЦА;Пасище;VIII;2.41;РД-06-9/ 19.01.2012;
2.52;АБЛАНИЦА;с.АБЛАНИЦА;Пасище;X;2.89;РД-06-9/ 19.01.2012;
2.56;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;;6.071;;
2.59;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;VIII;0.176;1/ 22.12.2009;
2.60;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;VIII;0.033;1/ 22.12.2009;
2.61;АБЛАНИЦА;с.АБЛАНИЦА;За селскостопански, горски, ве;;0.101;1/ 22.12.2009;
2.62;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;VIII;0.283;1/ 22.12.2009;
2.63;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;VIII;0.766;1/ 22.12.2009;
2.64;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;VIII;0.66;1/ 22.12.2009;
3.1;ЛЮТА РЕКА;с.АБЛАНИЦА;Нива;IX;7.34;РД-06-9/ 19.01.2012;
3.4;ЛЮТА РЕКА;с.АБЛАНИЦА;Природна забележителност;;0.576;    1;
3.5;ЛЮТА РЕКА;с.АБЛАНИЦА;Нива;IX;2.788;РД-06-9/ 19.01.2012;
3.7;ЛЮТА РЕКА;с.АБЛАНИЦА;Природна забележителност;IX;0.25;    1;
3.8;ЛЮТА РЕКА;с.АБЛАНИЦА;Пасище;IX;1.618;РД-06-9/ 19.01.2012;
3.12;ЛЮТА РЕКА;с.АБЛАНИЦА;Ливада;IX;0.368;РД-06-9/ 19.01.2012;
3.13;ЛЮТА РЕКА;с.АБЛАНИЦА;Дере;IX;0.176;    1;
3.18;ЛЮТА РЕКА;с.АБЛАНИЦА;Пасище;X;29.672;20.05.2015;
3.18;ЛЮТА РЕКА;с.АБЛАНИЦА;Пасище;X;29.672;РД-06-9/ 19.01.2012;
3.19;АБЛАНИЦА;с.АБЛАНИЦА;Пасище;IX;3.346;1/ 19.04.2006;
3.20;АБЛАНИЦА;с.АБЛАНИЦА;Друг вид земеделска земя;IX;1.825;2092/ 18.05.2006;
3.21;АБЛАНИЦА;с.АБЛАНИЦА;Пасище;IX;0.714;1/ 19.04.2006;
4.1;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;4.386;РД-06-9/ 19.01.2012;
4.2;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;9.956;РД-06-9/ 19.01.2012;
4.3;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.413;РД-06-9/ 19.01.2012;
4.4;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.927;РД-06-9/ 19.01.2012;
4.5;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.938;РД-06-9/ 19.01.2012;
4.6;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;8.054;РД-06-9/ 19.01.2012;
4.7;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.768;РД-06-9/ 19.01.2012;
4.8;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.425;РД-06-9/ 19.01.2012;
4.9;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.15;РД-06-9/ 19.01.2012;
4.10;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.165;РД-06-9/ 19.01.2012;
4.11;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.736;РД-06-9/ 19.01.2012;
4.12;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.032;РД-06-9/ 19.01.2012;
4.13;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.902;РД-06-9/ 19.01.2012;
4.14;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.744;РД-06-9/ 19.01.2012;
4.15;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.811;РД-06-9/ 19.01.2012;
4.16;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;2.258;РД-06-9/ 19.01.2012;
4.17;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;3.131;РД-06-9/ 19.01.2012;
4.18;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;4.037;РД-06-9/ 19.01.2012;
4.19;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.409;РД-06-9/ 19.01.2012;
4.20;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.006;РД-06-9/ 19.01.2012;
4.21;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.8;РД-06-9/ 19.01.2012;
4.22;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.912;РД-06-9/ 19.01.2012;
4.23;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;4.324;РД-06-9/ 19.01.2012;
4.24;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;3.679;РД-06-9/ 19.01.2012;
4.25;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.628;РД-06-9/ 19.01.2012;
4.26;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;2.184;РД-06-9/ 19.01.2012;
4.27;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.238;РД-06-9/ 19.01.2012;
4.29;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;0.737;РД-06-9/ 19.01.2012;
4.30;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;4.253;РД-06-9/ 19.01.2012;
4.31;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;20.668;РД-06-9/ 19.01.2012;
4.32;БАНДЕРАТА;с.АБЛАНИЦА;Ливада;X;22.223;РД-06-9/ 19.01.2012;
4.34;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;3.171;РД-06-9/ 19.01.2012;
4.35;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;1.44;РД-06-9/ 19.01.2012;
4.36;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.279;РД-06-9/ 19.01.2012;
4.37;БАНДЕРАТА;с.АБЛАНИЦА;Нива;X;0.557;РД-06-9/ 19.01.2012;
4.38;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;4.167;РД-06-9/ 19.01.2012;
4.40;БАНДЕРАТА;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;48.641;РД-06-9/ 19.01.2012;
4.41;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;0.902;    1;
4.42;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;X;5.962;РД-06-9/ 19.01.2012;
5.1;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.936;РД-06-9/ 19.01.2012;
5.2;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.743;РД-06-9/ 19.01.2012;
5.3;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.908;РД-06-9/ 19.01.2012;
5.4;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;4.61;РД-06-9/ 19.01.2012;
5.5;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.777;РД-06-9/ 19.01.2012;
5.6;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.677;РД-06-9/ 19.01.2012;
5.7;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.813;РД-06-9/ 19.01.2012;
5.8;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.54;РД-06-9/ 19.01.2012;
5.9;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.685;РД-06-9/ 19.01.2012;
5.10;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.182;РД-06-9/ 19.01.2012;
5.11;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.952;РД-06-9/ 19.01.2012;
5.12;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.217;РД-06-9/ 19.01.2012;
5.13;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.87;РД-06-9/ 19.01.2012;
5.14;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.078;РД-06-9/ 19.01.2012;
5.15;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.104;РД-06-9/ 19.01.2012;
5.16;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.957;РД-06-9/ 19.01.2012;
5.17;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;2.757;РД-06-9/ 19.01.2012;
5.18;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.594;РД-06-9/ 19.01.2012;
5.19;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.407;РД-06-9/ 19.01.2012;
5.20;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.654;РД-06-9/ 19.01.2012;
5.21;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;5.237;РД-06-9/ 19.01.2012;
5.22;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.615;РД-06-9/ 19.01.2012;
5.23;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.143;РД-06-9/ 19.01.2012;
5.24;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.044;РД-06-9/ 19.01.2012;
5.25;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.54;РД-06-9/ 19.01.2012;
5.26;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.138;РД-06-9/ 19.01.2012;
5.27;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.824;РД-06-9/ 19.01.2012;
5.28;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.828;РД-06-9/ 19.01.2012;
5.29;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.968;РД-06-9/ 19.01.2012;
5.30;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.261;РД-06-9/ 19.01.2012;
5.31;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.366;РД-06-9/ 19.01.2012;
5.32;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.956;РД-06-9/ 19.01.2012;
5.33;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;1.101;РД-06-9/ 19.01.2012;
5.34;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.48;РД-06-9/ 19.01.2012;
5.35;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.582;РД-06-9/ 19.01.2012;
5.36;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.238;РД-06-9/ 19.01.2012;
5.37;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.814;РД-06-9/ 19.01.2012;
5.38;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.724;РД-06-9/ 19.01.2012;
5.39;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.1;РД-06-9/ 19.01.2012;
5.40;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.095;РД-06-9/ 19.01.2012;
5.41;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.082;РД-06-9/ 19.01.2012;
5.42;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.37;РД-06-9/ 19.01.2012;
5.43;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.336;РД-06-9/ 19.01.2012;
5.44;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.645;РД-06-9/ 19.01.2012;
5.45;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.844;РД-06-9/ 19.01.2012;
5.46;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.6;РД-06-9/ 19.01.2012;
5.47;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.029;РД-06-9/ 19.01.2012;
5.48;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.199;РД-06-9/ 19.01.2012;
5.49;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.779;РД-06-9/ 19.01.2012;
5.50;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.634;РД-06-9/ 19.01.2012;
5.51;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.094;РД-06-9/ 19.01.2012;
5.52;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;0.519;РД-06-9/ 19.01.2012;
5.53;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.281;РД-06-9/ 19.01.2012;
5.54;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.693;РД-06-9/ 19.01.2012;
5.55;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.862;РД-06-9/ 19.01.2012;
5.56;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.434;РД-06-9/ 19.01.2012;
5.57;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;1.047;РД-06-9/ 19.01.2012;
5.58;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;0.33;РД-06-9/ 19.01.2012;
5.59;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.411;РД-06-9/ 19.01.2012;
5.60;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;2.269;РД-06-9/ 19.01.2012;
5.61;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;1.654;РД-06-9/ 19.01.2012;
5.62;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;11.821;РД-06-9/ 19.01.2012;
5.64;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;2.332;РД-06-9/ 19.01.2012;
5.65;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;8.756;РД-06-9/ 19.01.2012;
5.66;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;4.956;РД-06-9/ 19.01.2012;
5.67;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.367;РД-06-9/ 19.01.2012;
5.68;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;4.258;РД-06-9/ 19.01.2012;
5.69;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;6.85;РД-06-9/ 19.01.2012;
5.70;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;7.518;;
5.71;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;6.326;РД-06-9/ 19.01.2012;
5.72;НАД СЕЛОТО;с.АБЛАНИЦА;Ливада;X;21.284;РД-06-9/ 19.01.2012;
5.73;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;3.117;РД-06-9/ 19.01.2012;
5.74;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;0.243;РД-06-9/ 19.01.2012;
5.75;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;14.68;РД-06-9/ 19.01.2012;
5.76;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;5.305;РД-06-9/ 19.01.2012;
5.77;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;5.922;РД-06-9/ 19.01.2012;
5.80;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;1.377;РД-06-9/ 19.01.2012;
5.81;НАД СЕЛОТО;с.АБЛАНИЦА;Нива;X;5.625;РД-06-9/ 19.01.2012;
5.84;НАД СЕЛОТО;с.АБЛАНИЦА;Водоем;X;0.162;А1/ 15.05.1995;
5.85;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;4.181;РД-06-9/ 19.01.2012;
5.86;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;27.442;РД-06-9/ 19.01.2012;
5.87;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;19.252;РД-06-9/ 19.01.2012;
5.88;ЦВЕТИНСКА РЕКА;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;22.175;РД-06-9/ 19.01.2012;
5.89;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;1.54;РД-06-9/ 19.01.2012;
5.90;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;7.822;РД-06-9/ 19.01.2012;
5.91;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;4.675;РД-06-9/ 19.01.2012;
5.92;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;10.577;РД-06-9/ 19.01.2012;
5.93;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;4.413;    1;
5.95;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;IX;3.531;    1;
5.96;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;IX;2.58;    1;
5.97;НАД СЕЛОТО;с.АБЛАНИЦА;Пасище;X;2.443;    1;
5.98;НАД СЕЛОТО;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;1.831;РД-06-9/ 19.01.2012;
40.38;БАНДЕРАТА;с.АБЛАНИЦА;Гори и храсти в земеделска зем;IX;5.131;РД-06-9/ 19.01.2012;
40.39;БАНДЕРАТА;с.АБЛАНИЦА;Пасище;IX;1.524;    1;
1.7;ДАУТИЦА;с.БИРКОВА;Нива;IX;1.287;РД-06-9/ 19.01.2012;
1.10;ДАУТИЦА;с.БИРКОВА;Пасище;IX;1.945;РД-06-9/ 19.01.2012;
1.11;ДАУТИЦА;с.БИРКОВА;Пасище;IX;1.137;РД-06-9/ 19.01.2012;
1.13;ДАУТИЦА;с.БИРКОВА;Пасище;IX;1.15;РД-06-9/ 19.01.2012;
1.21;ДАУТИЦА;с.БИРКОВА;Пасище;IX;1.59;РД-06-9/ 19.01.2012;
1.22;ДАУТИЦА;с.БИРКОВА;Нива;IX;0.78;РД-06-9/ 19.01.2012;
1.23;ДАУТИЦА;с.БИРКОВА;Нива;IX;0.47;РД-06-9/ 19.01.2012;
1.24;ДАУТИЦА;с.БИРКОВА;Пасище;IX;0.988;РД-06-9/ 19.01.2012;
1.25;ДАУТИЦА;с.БИРКОВА;Пасище;IX;0.385;РД-06-9/ 19.01.2012;
1.27;ДАУТИЦА;с.БИРКОВА;Пасище;IX;0.199;РД-06-9/ 19.01.2012;
1.29;ДАУТИЦА;с.БИРКОВА;Нива;IX;0.158;РД-06-9/ 19.01.2012;
1.30;ДАУТИЦА;с.БИРКОВА;Нива;IX;1.455;РД-06-9/ 19.01.2012;
1.32;ДАУТИЦА;с.БИРКОВА;Нива;IX;0.572;РД-06-9/ 19.01.2012;
2.3;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;0.84;РД-06-9/ 19.01.2012;
2.6;КОЛИБИТЕ;с.БИРКОВА;Гори и храсти в земеделска зем;IX;0.482;РД-06-9/ 19.01.2012;
2.13;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;1.326;РД-06-9/ 19.01.2012;
2.14;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;1.441;РД-06-9/ 19.01.2012;
2.15;КОЛИБИТЕ;с.БИРКОВА;Пасище;IX;6.003;РД-06-9/ 19.01.2012;
2.17;КОЛИБИТЕ;с.БИРКОВА;Пасище;IX;1.41;РД-06-9/ 19.01.2012;
2.18;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;4.319;РД-06-9/ 19.01.2012;
2.19;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;1.872;РД-06-9/ 19.01.2012;
2.21;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;2.978;РД-06-9/ 19.01.2012;
2.22;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;4.214;РД-06-9/ 19.01.2012;
2.23;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;10.404;РД-06-9/ 19.01.2012;
2.24;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;6.404;РД-06-9/ 19.01.2012;
2.25;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;2.951;РД-06-9/ 19.01.2012;
2.26;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;1.873;РД-06-9/ 19.01.2012;
2.27;КОЛИБИТЕ;с.БИРКОВА;Пасище;IX;0.436;РД-06-9/ 19.01.2012;
2.28;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;3.956;РД-06-9/ 19.01.2012;
2.29;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;4.047;РД-06-9/ 19.01.2012;
2.32;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;4.289;РД-06-9/ 19.01.2012;
2.33;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;2.055;РД-06-9/ 19.01.2012;
2.34;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;1.692;РД-06-9/ 19.01.2012;
2.35;КОЛИБИТЕ;с.БИРКОВА;Нива;IX;4.078;РД-06-9/ 19.01.2012;
2.36;КОЛИБИТЕ;с.БИРКОВА;Пасище;IX;42.622;БИ1/ 29.05.1995;
2.37;КОЛИБИТЕ;с.БИРКОВА;Гори и храсти в земеделска зем;IX;4.059;РД-06-9/ 19.01.2012;
2.38;КОЛИБИТЕ;с.БИРКОВА;Пасище;IX;0.701;    1;
2.39;КОЛИБИТЕ;с.БИРКОВА;Гори и храсти в земеделска зем;IX;5.91;РД-06-9/ 19.01.2012;
2.40;КОЛИБИТЕ;с.БИРКОВА;Гори и храсти в земеделска зем;IX;6.25;РД-06-9/ 19.01.2012;
3.3;БИРКОВО;с.БИРКОВА;Нива;IX;2.12;РД-06-9/ 19.01.2012;
3.10;БИРКОВО;с.БИРКОВА;Нива;X;2.959;РД-06-9/ 19.01.2012;
3.11;БИРКОВО;с.БИРКОВА;Нива;IX;4.863;РД-06-9/ 19.01.2012;
3.12;БИРКОВО;с.БИРКОВА;Нива;IX;2.206;РД-06-9/ 19.01.2012;
3.17;БИРКОВО;с.БИРКОВА;Нива;X;0.97;РД-06-9/ 19.01.2012;
